99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:00:00Z;259.28;258.8;259.58;258.8;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:03:00Z;258.7;259.54;259.54;258.7;10;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:04:00Z;258.04;258.04;258.04;258.03;6;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:05:00Z;258.14;258.14;258.14;258.14;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:06:00Z;258.1;258.1;258.1;258.1;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:07:00Z;258.05;258.05;258.05;258.05;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:08:00Z;258.05;258.05;258.05;258.05;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:09:00Z;258.05;258.05;258.05;258.05;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:10:00Z;258.05;258.13;258.13;258.05;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:12:00Z;258.14;258.14;258.14;258.14;4;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:13:00Z;258.15;258.15;258.15;258.15;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:14:00Z;258.39;258.39;258.39;258.39;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:17:00Z;258.39;258.39;258.39;258.39;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:18:00Z;258.39;258.39;258.39;258.39;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:20:00Z;258.17;258.15;258.17;258.15;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:21:00Z;258.08;258.08;258.08;258.08;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:23:00Z;258.1;258.1;258.1;258.1;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:26:00Z;258.1;258.38;258.38;258.1;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:31:00Z;258.23;258.23;258.23;258.1;7;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:36:00Z;258.05;258.02;258.05;258;21;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:38:00Z;258.02;258.02;258.02;258.02;5;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:42:00Z;258.02;258.02;258.02;258.02;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:43:00Z;258.02;258.02;258.02;258.02;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:44:00Z;258.02;258.49;258.49;258.02;11;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:45:00Z;258.02;258.02;258.02;258.02;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:46:00Z;258.47;258.47;258.47;258.47;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:48:00Z;258.02;258.01;258.02;258.01;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:53:00Z;258.43;258.43;258.43;258.43;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:54:00Z;258.07;258.05;258.07;258.05;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:55:00Z;258.05;258.05;258.05;258.05;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:58:00Z;258.06;258.06;258.06;258.06;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T04:59:00Z;258.06;258.06;258.06;258.06;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T05:07:00Z;258.41;258.41;258.41;258.41;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2021-06-21T05:08:00Z;258.11;258.06;258.11;258.06;5;
