99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:01:00Z;110.67;110.67;110.67;110.67;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:10:00Z;110.46;110.46;110.46;110.46;4;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:13:00Z;110.7;110.7;110.7;110.7;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:14:00Z;110.7;110.72;110.72;110.7;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:15:00Z;110.71;110.71;110.71;110.71;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:16:00Z;110.71;110.71;110.71;110.71;15;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:20:00Z;110.71;110.7;110.71;110.7;28;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:25:00Z;110.76;110.76;110.76;110.76;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:28:00Z;110.54;110.55;110.55;110.54;18;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:40:00Z;110.98;110.98;110.98;110.98;2;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:41:00Z;110.98;110.98;110.98;110.98;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:44:00Z;110.75;110.75;110.75;110.75;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:47:00Z;110.74;110.74;110.74;110.74;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:49:00Z;110.75;110.75;110.75;110.75;27;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:54:00Z;110.78;110.78;110.78;110.78;5;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:57:00Z;110.78;111;111;110.78;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:58:00Z;111.02;111;111.02;111;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T07:59:00Z;111.06;111.06;111.06;111.06;3;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T08:02:00Z;111.01;111.01;111.01;111.01;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T08:03:00Z;111.01;111.01;111.01;111.01;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T08:04:00Z;111;111;111;111;1;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T08:21:00Z;110.73;110.73;110.73;110.73;10;
99cfdf6a-8b64-44b1-b38e-c831f77d552d;2019-03-11T08:26:00Z;110.94;110.94;110.94;110.94;2;
